"feature","method","group1","group2","p_values","adj_method","p_adjust","description"
"K11178","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.000297734993721946,"BH",0.000975702980385055,"yagS; xanthine dehydrogenase YagS FAD-binding subunit [EC:1.17.1.4]"
"K11179","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.26383043825555,"BH",0.348241914638914,"tusE, dsrC; tRNA 2-thiouridine synthesizing protein E [EC:2.8.1.-]"
"K11180","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.425074616886907,"BH",0.501823690707003,"dsrA; dissimilatory sulfite reductase alpha subunit [EC:1.8.99.5]"
"K11181","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.427961675869863,"BH",0.504100287110602,"dsrB; dissimilatory sulfite reductase beta subunit [EC:1.8.99.5]"
"K11183","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",9.42470704900128e-07,"BH",1.06342951481985e-05,"fruB, fpr; multiphosphoryl transfer protein [EC:2.7.1.202]"
"K11184","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.132426367227685,"BH",0.197678053579748,"chr, crh; catabolite repression HPr-like protein"
"K11189","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",1.66786747942959e-06,"BH",1.34979216658397e-05,NA
"K11192","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.634448748692168,"BH",0.676085993150376,"murP; N-acetylmuramic acid PTS system EIICB component [EC:2.7.1.192]"
"K11200","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0900840472493762,"BH",0.143865096833719,"mngA, hrsA; 2-O-A-mannosyl-D-glycerate PTS system EIIABC component [EC:2.7.1.195]"
"K11201","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.65324853349399,"BH",0.6915309515286,"frvA; fructose-like PTS system EIIA component [EC:2.7.1.-]"
"K11202","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.554994393373881,"BH",0.60863747061905,"fryB; fructose-like PTS system EIIB component [EC:2.7.1.-]"
"K11203","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.110105472683944,"BH",0.168705818954935,"fryC, frvB; fructose-like PTS system EIIC or EIIBC or EIIABC component"
"K11208","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",9.78689193661544e-07,"BH",1.06715500025798e-05,"yncG; GST-like protein"
"K11209","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0597083153723329,"BH",0.102371422436891,"yghU, yfcG; GSH-dependent disulfide-bond oxidoreductase [EC:1.8.4.-]"
"K11210","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.00317809761662488,"BH",0.00785873586805849,"fosB; metallothiol transferase [EC:2.5.1.-]"
"K11211","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",1.77945038429703e-05,"BH",8.47004316964079e-05,"kdkA; 3-deoxy-D-manno-octulosonic acid kinase [EC:2.7.1.166]"
"K11212","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.010787416964662,"BH",0.0234513539101381,"cofD; LPPG:FO 2-phospho-L-lactate transferase [EC:2.7.8.28]"
"K11216","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.00490247592519606,"BH",0.0116164039600139,"lsrK; autoinducer-2 kinase [EC:2.7.1.189]"
"K11249","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.519842928545883,"BH",0.582104356182922,"eamB; cysteine/O-acetylserine efflux protein"
"K11250","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",8.56414513603668e-06,"BH",4.75198832385931e-05,"leuE; leucine efflux protein"
"K11258","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",7.37734031596172e-06,"BH",4.18692390202693e-05,"ilvM; acetolactate synthase II small subunit [EC:2.2.1.6]"
"K11259","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",3.39618199445603e-05,"BH",0.000147080565438445,"ILVBL; acetolactate synthase-like protein [EC:2.2.1.-]"
"K11260","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.526765598040729,"BH",0.587433870833022,"fwdG; 4Fe-4S ferredoxin"
"K11261","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.1780025710911,"BH",0.253690310847234,"fwdE, fmdE; formylmethanofuran dehydrogenase subunit E [EC:1.2.7.12]"
"K11263","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.10056717959933,"BH",0.156458179276518,"bccA, pccA; acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.3.4.14]"
"K11264","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.475773508151421,"BH",0.544971129645294,"scpB, mmcD; methylmalonyl-CoA decarboxylase [EC:4.1.1.-]"
"K11275","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0253288766115867,"BH",0.0489534069880709,"H1_5; histone H1/5"
"K11311","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0142917912647313,"BH",0.029938188985147,"antC; anthranilate 1,2-dioxygenase reductase component [EC:1.18.1.-]"
"K11312","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",3.03695562046794e-06,"BH",2.08126602721993e-05,"K11312; cupin 2 domain-containing protein"
"K11325","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.00289605675736998,"BH",0.00722270849813249,"K11325; L-cysteine/cystine lyase"
"K11329","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.000384018529284246,"BH",0.00120613400697776,"rpaB; two-component system, OmpR family, response regulator RpaB"
"K11333","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.225550212807916,"BH",0.307327338001777,"bchX; 3,8-divinyl chlorophyllide a/chlorophyllide a reductase subunit X [EC:1.3.7.14 1.3.7.15]"
"K11334","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.225059924750094,"BH",0.306809344423218,"bchY; 3,8-divinyl chlorophyllide a/chlorophyllide a reductase subunit Y [EC:1.3.7.14 1.3.7.15]"
"K11335","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.232634095835146,"BH",0.315001818189375,"bchZ; 3,8-divinyl chlorophyllide a/chlorophyllide a reductase subunit Z [EC:1.3.7.14 1.3.7.15]"
"K11336","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.229709963317493,"BH",0.311783442715851,"bchF; 3-vinyl bacteriochlorophyllide hydratase [EC:4.2.1.165]"
"K11337","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.23117584182669,"BH",0.313399713381706,"bchC; bacteriochlorophyllide a dehydrogenase [EC:1.1.1.396]"
"K11354","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0580011179383254,"BH",0.0998101050286703,"cph1; two-component system, chemotaxis family, sensor kinase Cph1 [EC:2.7.13.3]"
"K11355","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0630885961040304,"BH",0.107455747593659,"rcp1; two-component system, chemotaxis family, response regulator Rcp1"
"K11356","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0517384990471233,"BH",0.0906069884683323,"cikA; two-component system, sensor histidine kinase and response regulator [EC:2.7.13.3]"
"K11357","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0453497109837237,"BH",0.0810273456050014,"divJ; two-component system, cell cycle sensor histidine kinase DivJ [EC:2.7.13.3]"
"K11358","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",8.38289078107332e-07,"BH",1.05491763275985e-05,"yhdR; aspartate aminotransferase [EC:2.6.1.1]"
"K11381","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.00098167218687283,"BH",0.00279031645299903,"bkdA; 2-oxoisovalerate dehydrogenase E1 component [EC:1.2.4.4]"
"K11383","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0195271225100728,"BH",0.0390656744158202,"kinB; two-component system, NtrC family, sensor histidine kinase KinB [EC:2.7.13.3]"
"K11384","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0311000663628652,"BH",0.0585110922406898,"algB; two-component system, NtrC family, response regulator AlgB"
"K11385","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.123471497903556,"BH",0.186304195931731,"embA; arabinosyltransferase A [EC:2.4.2.-]"
"K11386","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0176484384723535,"BH",0.0357042691319943,"embB; arabinosyltransferase B [EC:2.4.2.-]"
"K11387","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",1.39139198407612e-06,"BH",1.18671935160878e-05,"embC; arabinosyltransferase C [EC:2.4.2.-]"
"K11391","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.00624279621007416,"BH",0.0144345526440274,"rlmG; 23S rRNA (guanine1835-N2)-methyltransferase [EC:2.1.1.174]"
"K11392","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",2.95578738908118e-06,"BH",2.03277289655522e-05,"rsmF; 16S rRNA (cytosine1407-C5)-methyltransferase [EC:2.1.1.178]"
"K11441","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0466254434795001,"BH",0.0829274181412418,"kguK; dehydrogluconokinase [EC:2.7.1.13]"
"K11442","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.031096858151568,"BH",0.0585110922406898,"K11442; putative uridylyltransferase [EC:2.7.7.-]"
"K11443","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0908615286740531,"BH",0.144852940768616,"divK; two-component system, cell cycle response regulator DivK"
"K11444","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.325725240402287,"BH",0.412649692992964,"wspR; two-component system, chemotaxis family, response regulator WspR [EC:2.7.7.65]"
"K11472","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.136433654531013,"BH",0.202708207427517,"glcE; glycolate oxidase FAD binding subunit"
"K11473","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.881783647618463,"BH",0.889722954261227,"glcF; glycolate oxidase iron-sulfur subunit"
"K11474","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",8.20550543983059e-06,"BH",4.58156239083496e-05,"glcC; GntR family transcriptional regulator, glc operon transcriptional activator"
"K11475","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",2.41166048398362e-06,"BH",1.74087762075101e-05,"vanR; GntR family transcriptional regulator, vanillate catabolism transcriptional regulator"
"K11477","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.144984882092489,"BH",0.213418745474646,"glcG; glc operon protein GlcG"
"K11520","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0492547272564246,"BH",0.0868356713152595,"manS; two-component system, OmpR family, manganese sensing sensor histidine kinase [EC:2.7.13.3]"
"K11521","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.000345373816401278,"BH",0.00111078588987021,"K11521, manR; two-component system, OmpR family, manganese sensing response regulator"
"K11522","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.035007361682539,"BH",0.0647835204282179,"pixG; two-component system, chemotaxis family, response regulator PixG"
"K11523","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0611443357074089,"BH",0.104521800174005,"pixH; two-component system, chemotaxis family, response regulator PixH"
"K11524","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0537384881140528,"BH",0.0935786917473558,"pixI; positive phototaxis protein PixI"
"K11525","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.034076086112519,"BH",0.0633172396480511,"pixJ; methyl-accepting chemotaxis protein PixJ"
"K11526","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0524048321883349,"BH",0.0916213383221118,"pixL; two-component system, chemotaxis family, sensor histidine kinase and response regulator PixL"
"K11527","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.00243941097814059,"BH",0.00617704161485701,"K11527; two-component system, sensor histidine kinase and response regulator [EC:2.7.13.3]"
"K11528","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",2.73193380998242e-05,"BH",0.00012170413506054,"glmU; UDP-N-acetylglucosamine pyrophosphorylase [EC:2.7.7.23]"
"K11529","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.257598625184754,"BH",0.341466783355241,"gck, gckA, GLYCTK; glycerate 2-kinase [EC:2.7.1.165]"
"K11530","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.551432031278854,"BH",0.606267682620464,"lsrG; (4S)-4-hydroxy-5-phosphonooxypentane-2,3-dione isomerase [EC:5.3.1.32]"
"K11531","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.404657896249992,"BH",0.484838998557065,"lsrR; lsr operon transcriptional repressor"
"K11532","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0421223186393306,"BH",0.0760459976808304,"glpX-SEBP; fructose-1,6-bisphosphatase II / sedoheptulose-1,7-bisphosphatase [EC:3.1.3.11 3.1.3.37]"
"K11533","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.216390162229891,"BH",0.297006956932745,"fas; fatty acid synthase, bacteria type [EC:2.3.1.-]"
"K11534","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.134327791503484,"BH",0.200035896463962,"deoR; DeoR family transcriptional regulator, deoxyribose operon repressor"
"K11535","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",5.05253303513469e-06,"BH",3.03373876400358e-05,"nupC; nucleoside transport protein"
"K11537","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",1.89244627122098e-05,"BH",8.88208905600179e-05,"xapB; MFS transporter, NHS family, xanthosine permease"
"K11584","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.444267754005659,"BH",0.518085016441946,"PPP2R5; serine/threonine-protein phosphatase 2A regulatory subunit B'"
"K11600","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0141809775210513,"BH",0.0298179220919256,"RRP41, EXOSC4, SKI6; exosome complex component RRP41"
"K11601","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0702467782698619,"BH",0.117481829052667,"mntC; manganese transport system substrate-binding protein"
"K11602","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0704533108406538,"BH",0.117754002306011,"mntB; manganese transport system permease protein"
"K11603","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0509454127438709,"BH",0.089389846385293,"mntA; manganese transport system ATP-binding protein [EC:7.2.2.5]"
"K11604","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0273087488302317,"BH",0.0522116087270211,"sitA; manganese/iron transport system substrate-binding protein"
"K11605","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0279938117689909,"BH",0.0533274898294056,"sitC; manganese/iron transport system permease protein"
"K11606","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0266108522991165,"BH",0.0511203558568948,"sitD; manganese/iron transport system permease protein"
"K11607","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0268891893594749,"BH",0.0515583130510474,"sitB; manganese/iron transport system ATP-binding protein"
"K11609","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.456876588461806,"BH",0.528640548193112,"kasAB; beta-ketoacyl ACP synthase [EC:2.3.1.293 2.3.1.294]"
"K11610","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.45508153097045,"BH",0.527188162296898,"mabA; beta-ketoacyl ACP reductase [EC:1.1.1.100]"
"K11611","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.438872037939663,"BH",0.513105738217126,"inhA; meromycolic acid enoyl-[acyl-carrier-protein] reductase [EC:1.3.1.118]"
"K11614","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.433950523795096,"BH",0.508613078553497,"yufL, malK; two-component system, CitB family, sensor histidine kinase MalK [EC:2.7.13.3]"
"K11615","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.525479458178905,"BH",0.586430099765079,"malR; two-component system, CitB family, response regulator MalR"
"K11616","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.473570609108434,"BH",0.542857161711287,"maeN; malate:Na+ symporter"
"K11617","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.00635103119679954,"BH",0.0146600200105763,"liaS; two-component system, NarL family, sensor histidine kinase LiaS [EC:2.7.13.3]"
"K11618","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.00318841118329507,"BH",0.00787996343058752,"liaR; two-component system, NarL family, response regulator LiaR"
"K11619","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.235656063336716,"BH",0.317928724880558,"liaI; lia operon protein LiaI"
"K11620","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.433469673097144,"BH",0.508336535051887,"liaH; lia operon protein LiaH"
"K11621","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.451087092741683,"BH",0.523981540523729,"liaG; lia operon protein LiaG"
"K11622","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.239253667671546,"BH",0.321481684953845,"liaF; lia operon protein LiaF"
"K11629","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.00759663202748493,"BH",0.0172041002285529,"bceS; two-component system, OmpR family, bacitracin resistance sensor histidine kinase BceS [EC:2.7.13.3]"
"K11630","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",1.29424756529019e-06,"BH",1.14863032934611e-05,"bceR; two-component system, OmpR family, bacitracin resistance response regulator BceR"
"K11631","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",1.17111236439098e-06,"BH",1.13346261937724e-05,"bceA, vraD; bacitracin transport system ATP-binding protein"
"K11632","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",1.36548550464367e-06,"BH",1.17636533204085e-05,"bceB, vraE; bacitracin transport system permease protein"
"K11635","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0306514108009368,"BH",0.0577862780571439,"yxdL; putative ABC transport system ATP-binding protein"
"K11636","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.112956877007304,"BH",0.172379330555181,"yxdM; putative ABC transport system permease protein"
"K11637","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.00258279013424982,"BH",0.0065031135755918,"citS; two-component system, CitB family, sensor histidine kinase CitS [EC:2.7.13.3]"
"K11638","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.00238951393722811,"BH",0.00605999527912869,"K11638, citT; two-component system, CitB family, response regulator CitT"
"K11645","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0576889226528455,"BH",0.0993604120067654,"fbaB; fructose-bisphosphate aldolase, class I [EC:4.1.2.13]"
"K11646","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.00932625668461065,"BH",0.0205891460345546,"K11646; 3-dehydroquinate synthase II [EC:1.4.1.24]"
"K11685","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.00397851354534783,"BH",0.00964950100975617,"stpA; DNA-binding protein StpA"
"K11686","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0735176204545418,"BH",0.121908175482656,"racA; chromosome-anchoring protein RacA"
"K11688","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0185075788701542,"BH",0.0372714123306448,"dctP; C4-dicarboxylate-binding protein DctP"
"K11689","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0152205023428659,"BH",0.0313679089586467,"dctQ; C4-dicarboxylate transporter, DctQ subunit"
"K11690","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.000527598196948624,"BH",0.00159834313066288,"dctM; C4-dicarboxylate transporter, DctM subunit"
"K11691","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.337386954157762,"BH",0.423227308674642,"K11691, dctS; two-component system, CitB family, sensor histidine kinase DctS [EC:2.7.13.3]"
"K11692","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.339926326758693,"BH",0.425575998865649,"K11692, dctR; two-component system, CitB family, response regulator DctR"
"K11693","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",1.28834220899571e-06,"BH",1.14863032934611e-05,"femX, fmhB; peptidoglycan pentaglycine glycine transferase (the first glycine) [EC:2.3.2.16]"
"K11694","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0330512722881108,"BH",0.0616560232941808,"femA; peptidoglycan pentaglycine glycine transferase (the second and third glycine) [EC:2.3.2.17]"
"K11695","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0349449820782973,"BH",0.0646855936873113,"femB; peptidoglycan pentaglycine glycine transferase (the fourth and fifth glycine) [EC:2.3.2.18]"
"K11704","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",1.89065254022358e-05,"BH",8.87976692886868e-05,"mtsA; iron/zinc/manganese/copper transport system substrate-binding protein"
"K11705","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",1.18447343902474e-06,"BH",1.14203955277477e-05,"mtsC; iron/zinc/manganese/copper transport system permease protein"
"K11706","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",1.61302311796414e-05,"BH",7.83976255556547e-05,"mtsB; iron/zinc/manganese/copper transport system ATP-binding protein"
"K11707","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0295014149436503,"BH",0.0557905085916305,"troA, mntA, znuA; manganese/zinc/iron transport system substrate-binding protein"
"K11708","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0285638984119617,"BH",0.0542020290198946,"troC, mntC, znuB; manganese/zinc/iron transport system permease protein"
"K11709","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0281671577493931,"BH",0.0536203537663189,"troD, mntD, znuB; manganese/zinc/iron transport system permease protein"
"K11710","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0294231599492837,"BH",0.0556548758752914,"troB, mntB, znuC; manganese/zinc/iron transport system ATP- binding protein [EC:7.2.2.5]"
"K11711","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0457774532511782,"BH",0.0816255736754948,"dctS; two-component system, LuxR family, sensor histidine kinase DctS [EC:2.7.13.3]"
"K11712","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0495023882120458,"BH",0.0871935907800941,"dctR; two-component system, LuxR family, response regulator DctR"
"K11717","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.18007754090455,"BH",0.256166906591094,"sufS; cysteine desulfurase / selenocysteine lyase [EC:2.8.1.7 4.4.1.16]"
"K11719","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0419997047570734,"BH",0.0759148550289143,"lptC; lipopolysaccharide export system protein LptC"
"K11720","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.000291779844174686,"BH",0.00095779448488747,"lptG; lipopolysaccharide export system permease protein"
"K11731","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.094064986204343,"BH",0.148573993921647,"atuD; citronellyl-CoA dehydrogenase [EC:1.3.99.-]"
"K11732","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.685832711984742,"BH",0.71885195018824,"pheP; phenylalanine-specific permease"
"K11733","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.160354742105259,"BH",0.232144222158313,"lysP; lysine-specific permease"
"K11734","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.107172848710693,"BH",0.164488907450897,"aroP; aromatic amino acid transport protein AroP"
"K11735","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.00793569627502133,"BH",0.0178831118299146,"gabP; GABA permease"
"K11736","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.549805639745257,"BH",0.604936641445127,"proY; proline-specific permease ProY"
"K11737","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.000125388498319874,"BH",0.00046207858464402,"cycA; D-serine/D-alanine/glycine transporter"
"K11738","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0675478528638172,"BH",0.113747289611296,"ansP; L-asparagine permease"
"K11739","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.537639311488619,"BH",0.595934126417663,"nfrA; bacteriophage N4 adsorption protein A"
"K11740","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.221457768359916,"BH",0.302655998502276,"nfrB; bacteriophage N4 adsorption protein B"
"K11741","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.713915734665477,"BH",0.744666635240502,"sugE; quaternary ammonium compound-resistance protein SugE"
"K11742","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.588779078658597,"BH",0.63524207413355,"mdtI; spermidine export protein MdtI"
"K11743","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.563205162643357,"BH",0.615125497975713,"mdtJ; spermidine export protein MdtJ"
"K11744","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.113624634736305,"BH",0.173243671920906,"tqsA; AI-2 transport protein TqsA"
"K11745","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",2.45624496735459e-06,"BH",1.76189827878656e-05,"kefC; glutathione-regulated potassium-efflux system ancillary protein KefC"
"K11746","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",1.39632050702639e-05,"BH",7.03148949247323e-05,"kefF; glutathione-regulated potassium-efflux system ancillary protein KefF"
"K11747","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.00694740682643399,"BH",0.0159050479120907,"kefB; glutathione-regulated potassium-efflux system protein KefB"
"K11748","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",1.84054609299309e-06,"BH",1.45037153794822e-05,"kefG; glutathione-regulated potassium-efflux system ancillary protein KefG"
"K11749","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.000221113863319046,"BH",0.000749397307708974,"rseP; regulator of sigma E protease [EC:3.4.24.-]"
"K11750","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.154503936370097,"BH",0.225287610010948,"frsA; esterase FrsA [EC:3.1.-.-]"
"K11751","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",6.31901540922323e-06,"BH",3.66540427131523e-05,"ushA; 5'-nucleotidase / UDP-sugar diphosphatase [EC:3.1.3.5 3.6.1.45]"
"K11752","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.000152304238374707,"BH",0.000540998583283708,"ribD; diaminohydroxyphosphoribosylaminopyrimidine deaminase / 5-amino-6-(5-phosphoribosylamino)uracil reductase [EC:3.5.4.26 1.1.1.193]"
"K11753","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.000108194582566392,"BH",0.000406271994739828,"ribF; riboflavin kinase / FMN adenylyltransferase [EC:2.7.1.26 2.7.7.2]"
"K11754","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.000168469331040922,"BH",0.000589701059391411,"folC; dihydrofolate synthase / folylpolyglutamate synthase [EC:6.3.2.12 6.3.2.17]"
"K11755","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.164161269315816,"BH",0.23665255947763,"hisIE; phosphoribosyl-AMP cyclohydrolase / phosphoribosyl-ATP pyrophosphohydrolase [EC:3.5.4.19 3.6.1.31]"
"K11777","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.336548827443281,"BH",0.422583104067052,"K11777; HAD superfamily phosphatase"
"K11779","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.000617137248078482,"BH",0.00183378870918559,"fbiC; FO synthase [EC:2.5.1.147 4.3.1.32]"
"K11780","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.000646398368974746,"BH",0.00191206371714036,"cofG; 7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase [EC:4.3.1.32]"
